original_address,lat,lon,formatted,postcode,city,county,state,state_code,country,country_code
"Fayetteville, NC 28311",35.13073943,-78.89684863,"Fayetteville, NC 28311, United States of America",28311,Fayetteville,Cumberland County,North Carolina,NC,United States,us
"Fort Worth, TX",32.753177,-97.3327459,"Fort Worth, TX, United States of America",,Fort Worth,Tarrant County,Texas,TX,United States,us
"Galveston, TX",29.3056996,-94.7933252,"Galveston, TX, United States of America",,Galveston,Galveston County,Texas,TX,United States,us
"Georgetown, TX",30.699333199999998,-97.69811402,"Georgetown, TX, United States of America",,Georgetown,Williamson County,Texas,TX,United States,us
"Hartford, CT",41.764582,-72.6908547,"Hartford, CT, United States of America",,Hartford,Capitol Planning Region,Connecticut,CT,United States,us
"High Point, NC",35.9556924,-80.0053176,"High Point, NC, United States of America",,High Point,Guilford County,North Carolina,NC,United States,us
"Houghton, MI",47.121872,-88.569012,"Houghton (Houghton), MI 49931, United States of America",49931,Houghton,Houghton County,Michigan,MI,United States,us
"Houston, TX",29.7589382,-95.3676974,"Houston, TX, United States of America",,Houston,Harris County,Texas,TX,United States,us
"Huntsville, AL",34.729847,-86.5859011,"Huntsville, AL, United States of America",,Huntsville,Madison County,Alabama,AL,United States,us
"Ithaca, NY",42.4396039,-76.4968019,"Ithaca, NY, United States of America",,Ithaca,Tompkins County,New York,NY,United States,us
"Jacksonville, AL",33.8137919,-85.7612872,"Jacksonville, AL 36265, United States of America",36265,Jacksonville,Calhoun County,Alabama,AL,United States,us
"Jamestown, NY 14701",42.09420036,-79.24437537,"Jamestown, NY 14701, United States of America",14701,Jamestown,Chautauqua County,New York,NY,United States,us
"Knoxville, TN",35.9603948,-83.9210261,"Knoxville, TN, United States of America",,Knoxville,Knox County,Tennessee,TN,United States,us
"Loretto, PA",40.5029161,-78.6314019,"Loretto (Loretto), PA, United States of America",,Loretto,Cambria County,Pennsylvania,PA,United States,us
"Louisville, KY",38.2542376,-85.759407,"Louisville, KY, United States of America",,Louisville,Jefferson County,Kentucky,KY,United States,us
"Lubbock, TX",33.5855677,-101.8470215,"Lubbock, TX, United States of America",,Lubbock,Lubbock County,Texas,TX,United States,us
Mayagüez P.R. 00681-9000,18.2030797,-67.1188205,"Mayagüez, PR 00681, United States of America",00681,Mayagüez,Mayagüez,Puerto Rico,PR,United States,us
"Mechanicsburg, PA",40.2101972,-77.0047276,"Mechanicsburg (Mechanicsburg), PA, United States of America",,Mechanicsburg,Cumberland County,Pennsylvania,PA,United States,us
"Memphis, TN 38112",35.14873949,-89.97617165,"Memphis, TN 38112, United States of America",38112,Memphis,Shelby County,Tennessee,TN,United States,us
"Mississauga, ON L5L 1C6, Canada",43.5514234,-79.6633407,"Mississauga, ON L5L 1C6, Canada",L5L 1C6,Mississauga,Peel Region,Ontario,ON,Canada,ca
"Moscow, ID",46.7323875,-117.000165,"Moscow (Moscow), ID, United States of America",,Moscow,Latah County,Idaho,ID,United States,us
"New Concord, OH",39.9934992,-81.7338559,"New Concord, OH 43762, United States of America",43762,New Concord,Muskingum County,Ohio,OH,United States,us
"New Orleans, LA",29.9759983,-90.0782127,"New Orleans, LA, United States of America",,New Orleans,Orleans Parish,Louisiana,LA,United States,us
"New York, NY",40.7127281,-74.0060152,"New York, NY, United States of America",,New York,,New York,NY,United States,us
"New York, NY 10458",40.86170562,-73.88876274,"New York, NY 10458, United States of America",10458,New York,,New York,NY,United States,us
"Newark, DE",39.6828358,-75.7515682,"Newark, DE, United States of America",,Newark,New Castle County,Delaware,DE,United States,us
"Notre Dame, IN 46556",41.6992003,-86.2373691,"Notre Dame (Notre Dame), IN 46556, United States of America",46556,Notre Dame,Saint Joseph County,Indiana,IN,United States,us
"Odessa, TX",31.8457149,-102.367687,"Odessa, TX, United States of America",,Odessa,Ector County,Texas,TX,United States,us
"Omaha, NE",41.2587459,-95.9383758,"Omaha, NE, United States of America",,Omaha,Douglas County,Nebraska,NE,United States,us
"Orange, CA",33.7872568,-117.850308,"Orange, CA, United States of America",,Orange,Orange County,California,CA,United States,us
"Oxford, GA",33.6190031,-83.8674052,"Oxford, GA, United States of America",,Oxford,Newton County,Georgia,GA,United States,us
"Palatine, IL",42.1105779,-88.0336888,"Palatine (Palatine), IL 60074, United States of America",60074,Palatine,Cook County,Illinois,IL,United States,us
"Pittsburgh, PA",40.4416941,-79.9900861,"Pittsburgh, PA, United States of America",,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us
"Providence, RI",41.8239891,-71.4128343,"Providence, RI, United States of America",,Providence,Providence County,Rhode Island,RI,United States,us
"Reading, PA",40.335345,-75.9279495,"Reading, PA, United States of America",,Reading,Berks County,Pennsylvania,PA,United States,us
"Saint Louis, MO",38.6280278,-90.1910154,"St. Louis, MO, United States of America",,St. Louis,,Missouri,MO,United States,us
"San Diego, CA",32.7174202,-117.162772,"San Diego, CA, United States of America",,San Diego,San Diego County,California,CA,United States,us
"San Juan, PR",18.402821,-66.05817,"San Juan, Puerto Rico, United States of America",,San Juan,San Juan,,,,pr
"Scranton, PA",41.4086874,-75.6621294,"Scranton, PA, United States of America",,Scranton,Lackawanna County,Pennsylvania,PA,United States,us
"Selinsgrove, PA",40.8062437,-76.8607084,"Selinsgrove (Selinsgrove), PA, United States of America",,Selinsgrove,Snyder County,Pennsylvania,PA,United States,us
"Shreveport, LA",32.5135356,-93.7477839,"Shreveport, LA, United States of America",,Shreveport,Caddo Parish,Louisiana,LA,United States,us
"Spartanburg, SC",34.9498007,-81.9320157,"Spartanburg, SC, United States of America",,Spartanburg,Spartanburg County,South Carolina,SC,United States,us
"St. George, Utah, 84770",37.104153,-113.584131,"St. George, UT, United States of America",,St. George,Washington County,Utah,UT,United States,us
"St. Peters, MO",38.791612,-90.5958468,"Saint Peters (Saint Peters), MO 63376, United States of America",63376,Saint Peters,Saint Charles County,Missouri,MO,United States,us
"Stillwater, OK",36.1156306,-97.0585717,"Stillwater, OK, United States of America",,Stillwater,Payne County,Oklahoma,OK,United States,us
"Storrs, CT",41.8084314,-72.2495231,"Storrs (Mansfield), CT 06269, United States of America",06269,Mansfield,Capitol Planning Region,Connecticut,CT,United States,us
"Tacoma, WA",47.2455013,-122.438329,"Tacoma, WA, United States of America",,Tacoma,Pierce County,Washington,WA,United States,us
"Valdosta, GA",30.8327022,-83.2784851,"Valdosta, GA, United States of America",,Valdosta,Lowndes County,Georgia,GA,United States,us
"Vancouver, BC V6T 1Z4, Canada",49.26035683448276,-123.2501352,"University of British Columbia, Electoral Area A, BC V6T, Canada",V6T,Electoral Area A,Metro Vancouver Regional District,British Columbia,BC,Canada,ca
"Vancouver, BC, Canada",49.2608724,-123.113952,"Vancouver, BC, Canada",,Vancouver,Metro Vancouver Regional District,British Columbia,BC,Canada,ca
"Vermillion, SD",42.7795273,-96.929101,"Vermillion, SD 57069, United States of America",57069,Vermillion,Clay County,South Dakota,SD,United States,us
"Victoria, Canada",48.4283182,-123.364953,"Victoria, BC, Canada",,Victoria,Capital Regional District,British Columbia,BC,Canada,ca
"Washington, DC",38.8950368,-77.0365427,"Washington, DC, United States of America",,Washington,,District of Columbia,DC,United States,us
"Washintgon, PA",40.860198,-77.838617,"Pennsylvania, United States of America",,,,Pennsylvania,PA,United States,us
"Wellesley Hills, MA",42.3130588,-71.2738201,"Wellesley Hills, Wellesley, MA, United States of America",02457,Wellesley,Norfolk County,Massachusetts,MA,United States,us
"Wenzhou, Zhejiang, China",27.9963899,120.695345,"Wenzhou, Zhejiang, China",,Wenzhou,,Zhejiang,,China,cn
"West Haven, CT",41.2706527,-72.9470471,"West Haven (West Haven), CT 06516, United States of America",06516,West Haven,South Central Connecticut Planning Region,Connecticut,CT,United States,us
"West Point, NY",40.8512481,-72.5359869,"West Point, Hampton Bays, NY 11946, United States of America",11946,Hampton Bays,Suffolk County,New York,NY,United States,us
"Wilmington, NC",34.2257282,-77.9447107,"Wilmington, NC, United States of America",,Wilmington,New Hanover County,North Carolina,NC,United States,us
"Winston Salem, NC",36.0998131,-80.2440518,"Winston-Salem, NC, United States of America",,Winston-Salem,Forsyth County,North Carolina,NC,United States,us
"Worchester, MA 01610",42.25453524,-71.81656621,"Worcester, MA 01610, United States of America",01610,Worcester,Worcester County,Massachusetts,MA,United States,us
"Yerevan, Armenia",40.1777112,44.5126233,"Yerevan, Armenia",,Yerevan,,,,Armenia,am
"Baltimore, MD 21204",39.2908816,-76.610759,"Baltimore, MD, United States of America",,Baltimore,,Maryland,MD,United States,us
"Bridgewater, VA",38.3820655,-78.9766975,"Bridgewater (Bridgewater), VA, United States of America",,Bridgewater,Rockingham County,Virginia,VA,United States,us
"Bronx, NY",40.8466508,-73.8785937,"The Bronx, New York, NY, United States of America",,New York,,New York,NY,United States,us
"Canton, NY",44.5956163,-75.1690942,"Canton, NY, United States of America",,Canton,Saint Lawrence County,New York,NY,United States,us
"Champaign-Urbana, IL",40.104535,-88.272157,"Champaign City Township (Champaign), IL, United States of America",,Champaign,Champaign County,Illinois,IL,United States,us
"Chengdu, China",30.6598628,104.0633717,"Chengdu, Sichuan, China",,Chengdu,,Sichuan,,China,cn
"Columbia, MO",38.951883,-92.3337366,"Columbia, MO, United States of America",,Columbia,Boone County,Missouri,MO,United States,us
"Costa Mesa, CA",33.6633386,-117.903317,"Costa Mesa, CA, United States of America",,Costa Mesa,Orange County,California,CA,United States,us
"Denver, CO 80204",39.7351039,-105.0261727,"Denver, CO 80204, United States of America",80204,Denver,,Colorado,CO,United States,us
"Fairmont, WV",39.4850848,-80.1425781,"Fairmont (Fairmont), WV 26554, United States of America",26554,Fairmont,Marion County,West Virginia,WV,United States,us
"Fort Lauderdale, FL",26.1223084,-80.1433786,"Fort Lauderdale, FL, United States of America",,Fort Lauderdale,Broward County,Florida,FL,United States,us
"Fredericksburg, VA",38.3031837,-77.4605399,"Fredericksburg, VA, United States of America",,Fredericksburg,,Virginia,VA,United States,us
"Frostburg, MD",39.6583325,-78.9284241,"Frostburg, MD 21532, United States of America",21532,Frostburg,Allegany County,Maryland,MD,United States,us
"Gambier, OH",40.375643,-82.3970994,"Gambier, OH, United States of America",,Gambier,Knox County,Ohio,OH,United States,us
"Glen Ellyn, IL",41.8775293,-88.0670118,"Glen Ellyn, IL 60137, United States of America",60137,Glen Ellyn,DuPage County,Illinois,IL,United States,us
"Golden, CO",39.7546349,-105.22058,"Golden, CO, United States of America",,Golden,Jefferson County,Colorado,CO,United States,us
"Greensburg, PA",40.3014581,-79.5389289,"Greensburg (Greensburg), PA 15601, United States of America",15601,Greensburg,Westmoreland County,Pennsylvania,PA,United States,us
"Greenville, NC",35.613224,-77.3724593,"Greenville (Greenville), NC, United States of America",,Greenville,Pitt County,North Carolina,NC,United States,us
"Hampden-Sydney, VA",37.2423746,-78.4597173,"Hampden Sydney, VA 23943, United States of America",23943,Hampden Sydney,Prince Edward County,Virginia,VA,United States,us
"Hanover, NH",43.7023545,-72.2892164,"Hanover, NH, United States of America",,Hanover,Grafton County,New Hampshire,NH,United States,us
"Hartsville, SC",34.3740431,-80.0734005,"Hartsville (Hartsville), SC 29550, United States of America",29550,Hartsville,Darlington County,South Carolina,SC,United States,us
Hattiesburg MS,31.3271189,-89.2903392,"Hattiesburg, MS, United States of America",,Hattiesburg,Forrest County,Mississippi,MS,United States,us
"Hattiesburg, MS",31.3271189,-89.2903392,"Hattiesburg, MS, United States of America",,Hattiesburg,Forrest County,Mississippi,MS,United States,us
"Henderson, NV",36.0319843,-114.9822486,"Henderson, NV, United States of America",,Henderson,Clark County,Nevada,NV,United States,us
"Indianapolis, IN",39.7683331,-86.1583502,"Indianapolis, IN, United States of America",,Indianapolis,Marion County,Indiana,IN,United States,us
"Irvine, CA",33.6856969,-117.825981,"Irvine, CA, United States of America",,Irvine,Orange County,California,CA,United States,us
"Jacksonville, FL",30.3321838,-81.655651,"Jacksonville, FL, United States of America",,Jacksonville,Duval County,Florida,FL,United States,us
"Jamestown, NY",42.0965167,-79.2380322,"Jamestown, NY, United States of America",,Jamestown,Chautauqua County,New York,NY,United States,us
"Johnson City, TN",36.3134398,-82.3534728,"Johnson City, TN, United States of America",,Johnson City,Washington County,Tennessee,TN,United States,us
"Kennesaw, GA",34.0234337,-84.6154897,"Kennesaw (Kennesaw), GA 30144, United States of America",30144,Kennesaw,Cobb County,Georgia,GA,United States,us
"Ketchikan, Alaska",55.3430696,-131.6466819,"Ketchikan (Ketchikan), AK 99901, United States of America",99901,Ketchikan,Ketchikan Gateway,Alaska,AK,United States,us
"Klamath Falls, OR",42.224867,-121.78167,"Klamath Falls, OR 97601, United States of America",97601,Klamath Falls,Klamath County,Oregon,OR,United States,us
"Kunshan, China",31.3869323,120.9764683,"Kunshan, Jiangsu, China",,Kunshan,,Jiangsu,,China,cn
"Lamoni, IA",40.6228083,-93.9342515,"Lamoni, IA 50140, United States of America",50140,Lamoni,Decatur County,Iowa,IA,United States,us
"Langston, OK",35.9450505,-97.2553142,"Langston (Langston), OK 73050, United States of America",73050,Langston,Logan County,Oklahoma,OK,United States,us
"Laredo, TX",27.5056251,-99.5074517,"Laredo, TX, United States of America",,Laredo,Webb County,Texas,TX,United States,us
"Las Vegas, NV",36.1672559,-115.148516,"Las Vegas, NV, United States of America",,Las Vegas,Clark County,Nevada,NV,United States,us
"Lawrence, KS",38.9719137,-95.2359403,"Lawrence, KS, United States of America",,Lawrence,Douglas County,Kansas,KS,United States,us
"Lima, OH",40.7399785,-84.105006,"Lima, OH, United States of America",,Lima,Allen County,Ohio,OH,United States,us
"Lincoln, NE",40.8088861,-96.7077751,"Lincoln, NE, United States of America",,Lincoln,Lancaster County,Nebraska,NE,United States,us
"Logan, UT",41.7313063,-111.834914,"Logan, UT, United States of America",,Logan,Cache County,Utah,UT,United States,us
"Macomb, IL",40.4588934,-90.6713939,"Macomb (Macomb), IL 61455, United States of America",61455,Macomb,McDonough County,Illinois,IL,United States,us
"Malibu, CA",34.035591,-118.689423,"Malibu, CA, United States of America",,Malibu,Los Angeles County,California,CA,United States,us
"Memphis, TN",35.1460249,-90.0517638,"Memphis, TN, United States of America",,Memphis,Shelby County,Tennessee,TN,United States,us
"Miami, OH",39.4347787,-84.5368907,"New Miami, OH, United States of America",,New Miami,Butler County,Ohio,OH,United States,us
"Middletown, PA",40.1997955,-76.7310903,"Middletown (Middletown), PA 17057, United States of America",17057,Middletown,Dauphin County,Pennsylvania,PA,United States,us
"Mississippi State, MS",33.4386876,-88.7943232,"Mississippi State University, 75 Mary Lee Lane, College Vista, MS 39762, United States of America",39762,College Vista,Oktibbeha County,Mississippi,MS,United States,us
"Mobile, AL",30.6913462,-88.0437509,"Mobile, AL, United States of America",,Mobile,Mobile County,Alabama,AL,United States,us
"Morgantown, WV",39.6296809,-79.9559437,"Morgantown, WV, United States of America",,Morgantown,Monongalia County,West Virginia,WV,United States,us
"Mount Pleasant, MI",43.597646,-84.7668495,"Mount Pleasant, MI, United States of America",,Mount Pleasant,Isabella County,Michigan,MI,United States,us
"Murfreesboro, TN",35.8460396,-86.3921096,"Murfreesboro, TN, United States of America",,Murfreesboro,Rutherford County,Tennessee,TN,United States,us
"Naperville, IL",41.7728699,-88.1479278,"Naperville, IL, United States of America",,Naperville,DuPage County,Illinois,IL,United States,us
"Nashville, TN",36.1622767,-86.7742984,"Nashville, TN, United States of America",,Nashville,Davidson County,Tennessee,TN,United States,us
"New Haven, CT",41.3082138,-72.9250518,"New Haven (New Haven), CT, United States of America",,New Haven,South Central Connecticut Planning Region,Connecticut,CT,United States,us
"New Paltz, NY",41.7464972,-74.0844894,"New Paltz, NY 12561, United States of America",12561,New Paltz,Ulster County,New York,NY,United States,us
"Newport, RI",41.4899827,-71.3137707,"Newport, RI 02840, United States of America",02840,Newport,Newport County,Rhode Island,RI,United States,us
"Norfolk, VA",36.8493695,-76.2899539,"Norfolk, VA, United States of America",,Norfolk,,Virginia,VA,United States,us
"North Andover, MA",42.6839894,-71.1127065,"North Andover, MA 01845, United States of America",01845,North Andover,Essex County,Massachusetts,MA,United States,us
"North Dartmouth, MA",41.6389926,-70.9703171,"North Dartmouth (Dartmouth), MA 02747, United States of America",02747,Dartmouth,Bristol County,Massachusetts,MA,United States,us
"Ogden, UT",41.2230048,-111.9738429,"Ogden, UT, United States of America",,Ogden,Weber County,Utah,UT,United States,us
"Orlando, FL",28.5421109,-81.3790304,"Orlando, FL, United States of America",,Orlando,Orange County,Florida,FL,United States,us
"Pasadena, TX, 77504",29.64878832,-95.18560944,"Pasadena, TX 77504, United States of America",77504,Pasadena,Harris County,Texas,TX,United States,us
"Philadelphia, PA",39.9527237,-75.1635262,"Philadelphia, PA, United States of America",,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us
"Pocatello, ID",42.8620287,-112.450627,"Pocatello, ID, United States of America",,Pocatello,Bannock County,Idaho,ID,United States,us
"Portland, OR",45.5202471,-122.674194,"Portland, OR, United States of America",,Portland,Multnomah County,Oregon,OR,United States,us
"Prescott, AZ",34.539984,-112.468812,"Prescott, AZ, United States of America",,Prescott,Yavapai County,Arizona,AZ,United States,us
"Queens, NY",40.7135078,-73.8283132,"Queens, New York, NY, United States of America",,New York,,New York,NY,United States,us
"Reno, NV",39.5261206,-119.8126581,"Reno, NV, United States of America",,Reno,Washoe County,Nevada,NV,United States,us
"Rio Grande Valley, TX",26.2647816,-98.16658177,"Shoppes at Rio Grande Valley, Edinburg, TX, United States of America",,Edinburg,Hidalgo County,Texas,TX,United States,us
"Rolla, MO",37.9509324,-91.7708076,"Rolla, MO, United States of America",,Rolla,Phelps County,Missouri,MO,United States,us
"Saint Charles, MO",38.783855,-90.481677,"Saint Charles, MO, United States of America",,Saint Charles,Saint Charles County,Missouri,MO,United States,us
"San Francisco, CA",37.7792588,-122.4193286,"San Francisco, CA, United States of America",,San Francisco,,California,CA,United States,us
"San Luis Obispo, CA",35.2827525,-120.659615,"San Luis Obispo, CA, United States of America",,San Luis Obispo,San Luis Obispo County,California,CA,United States,us
"San Marcos, CA",33.1352995,-117.1743395,"San Marcos, CA, United States of America",,San Marcos,San Diego County,California,CA,United States,us
"Slippery Rock, PA",41.0640395,-80.0564928,"Slippery Rock (Slippery Rock), PA, United States of America",,Slippery Rock,Butler County,Pennsylvania,PA,United States,us
"South Kingstown, RI",41.454944,-71.5394738,"South Kingstown, RI, United States of America",,South Kingstown,South County,Rhode Island,RI,United States,us
"Southfield, MI",42.4733689,-83.2218731,"Southfield (Southfield), MI, United States of America",,Southfield,Oakland County,Michigan,MI,United States,us
"Spokane, WA",47.6571934,-117.42351,"Spokane, WA, United States of America",,Spokane,Spokane County,Washington,WA,United States,us
"St. Cloud, MN",45.5616075,-94.1642004,"Saint Cloud, MN, United States of America",,Saint Cloud,Stearns County,Minnesota,MN,United States,us
"St. George, UT",37.104153,-113.584131,"St. George, UT, United States of America",,St. George,Washington County,Utah,UT,United States,us
"St. Paul, MN",44.9497487,-93.0931028,"Saint Paul, MN, United States of America",,Saint Paul,Ramsey County,Minnesota,MN,United States,us
"Stamford, CT",41.0534302,-73.5387341,"Stamford (Stamford), CT, United States of America",,Stamford,Western Connecticut Planning Region,Connecticut,CT,United States,us
"Staten Island, NY",40.5834557,-74.1496048,"Staten Island, New York, NY, United States of America",,New York,,New York,NY,United States,us
"Sterling, KS",38.2100112,-98.2070059,"Sterling, KS, United States of America",,Sterling,Rice County,Kansas,KS,United States,us
"Tallahassee, FL",30.4380832,-84.2809332,"Tallahassee, FL, United States of America",,Tallahassee,Leon County,Florida,FL,United States,us
"Tampa, FL",27.9477595,-82.458444,"Tampa, FL, United States of America",,Tampa,Hillsborough County,Florida,FL,United States,us
"Terre Haute, IN",39.4667025,-87.4139119,"Terre Haute, IN, United States of America",,Terre Haute,Vigo County,Indiana,IN,United States,us
"Toronto, ON, Canada",43.6534817,-79.3839347,"Toronto, ON, Canada",,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca
"Troy, NY",42.7284117,-73.6917878,"Troy, NY, United States of America",,Troy,Rensselaer County,New York,NY,United States,us
"Tyler, TX",32.3512601,-95.3010624,"Tyler, TX, United States of America",,Tyler,Smith County,Texas,TX,United States,us
"University Park, PA",40.80201,-77.85639,"State College (University Park), PA, United States of America",,University Park,Centre County,Pennsylvania,PA,United States,us
"Vancouver, BC",49.2608724,-123.113952,"Vancouver, BC, Canada",,Vancouver,Metro Vancouver Regional District,British Columbia,BC,Canada,ca
"Wellesley, MA",42.2964859,-71.2925571,"Wellesley, MA, United States of America",,Wellesley,Norfolk County,Massachusetts,MA,United States,us
"West Chester, PA",39.9597213,-75.6059638,"West Chester (West Chester), PA 19383, United States of America",19383,West Chester,Chester County,Pennsylvania,PA,United States,us
"Winston-Salem, NC",36.0998131,-80.2440518,"Winston-Salem, NC, United States of America",,Winston-Salem,Forsyth County,North Carolina,NC,United States,us
"Worchester, MA",42.358752,-71.531484,"Massachusetts, United States of America",,,,Massachusetts,MA,United States,us
0,,,,,,,,,,
"Aurora, IL",41.7571701,-88.3147539,"Aurora, IL, United States of America",,Aurora,Kane County,Illinois,IL,United States,us
"Aurora, NY",42.7324505,-78.6315537,"Aurora, NY, United States of America",,Aurora,Erie County,New York,NY,United States,us
"Boston, MA",42.3554334,-71.060511,"Boston, MA, United States of America",,Boston,Suffolk County,Massachusetts,MA,United States,us
"Bourne, MA",41.7412166,-70.5989196,"Bourne, MA, United States of America",,Bourne,Barnstable County,Massachusetts,MA,United States,us
"Brookhaven, GA",33.8584368,-84.340203,"Brookhaven, GA, United States of America",,Brookhaven,DeKalb County,Georgia,GA,United States,us
"Carbondale, IL",37.7274692,-89.216655,"Carbondale (Carbondale), IL 62901, United States of America",62901,Carbondale,Jackson County,Illinois,IL,United States,us
"Claremont, CA",34.0966764,-117.7197785,"Claremont, CA 91711, United States of America",91711,Claremont,Los Angeles County,California,CA,United States,us
"Clemson, SC",34.6850749,-82.8364111,"Clemson, SC 29631, United States of America",29631,Clemson,Pickens County,South Carolina,SC,United States,us
"Clinton, NY",43.0484029,-75.3785034,"Kirkland (Clinton), NY, United States of America",,Clinton,Oneida County,New York,NY,United States,us
"Dartmouth, MA",41.6332267,-70.9879928,"Dartmouth, MA, United States of America",,Dartmouth,Bristol County,Massachusetts,MA,United States,us
"Davidson, NC",35.4992614,-80.8485218,"Davidson (Davidson), NC, United States of America",,Davidson,Mecklenburg County,North Carolina,NC,United States,us
"Decatur, GA",33.7737582,-84.296069,"Decatur (Decatur), GA 30030, United States of America",30030,Decatur,DeKalb County,Georgia,GA,United States,us
"Edinburg, TX",26.3013982,-98.1624501,"Edinburg, TX, United States of America",,Edinburg,Hidalgo County,Texas,TX,United States,us
"Fresno, CA",36.7394421,-119.78483,"Fresno, CA, United States of America",,Fresno,Fresno County,California,CA,United States,us
"Fulton, MS",34.2739933,-88.4092133,"Fulton, MS 38843, United States of America",38843,Fulton,Itawamba County,Mississippi,MS,United States,us
"Georgetown, KY",38.2099837,-84.5597128,"Georgetown, KY 40324, United States of America",40324,Georgetown,Scott County,Kentucky,KY,United States,us
"Harrisonburg, VA",38.4493315,-78.8688833,"Harrisonburg, VA, United States of America",,Harrisonburg,,Virginia,VA,United States,us
"Harve, MT",47.001265,-109.645406,"Montana, United States of America",,,,Montana,MT,United States,us
"Havre, MT",48.5536972,-109.677802,"Havre, MT, United States of America",,Havre,Hill County,Montana,MT,United States,us
"Hempstead, NY",40.6736812,-73.6190736,"Hempstead, NY, United States of America",,Hempstead,Nassau County,New York,NY,United States,us
"Honolulu, HI",21.304547,-157.855676,"Honolulu, HI 96813, United States of America",96813,Honolulu,Honolulu County,Hawaii,HI,United States,us
"Kearny, NE",40.7684342,-74.1454214,"Kearny (Kearny), NJ 07032, United States of America",07032,Kearny,Hudson County,New Jersey,NJ,United States,us
"Kent, OH",41.1513108,-81.3578047,"Kent, OH, United States of America",,Kent,Portage County,Ohio,OH,United States,us
"Lafayette, LA",30.2262187,-92.0178202,"Lafayette, LA, United States of America",,Lafayette,Lafayette Parish,Louisiana,LA,United States,us
"Los Angeles, CA",34.0536909,-118.242766,"Los Angeles, CA, United States of America",,Los Angeles,Los Angeles County,California,CA,United States,us
"Marquette, MI",46.5434914,-87.396433,"Marquette, MI 49855, United States of America",49855,Marquette,Marquette County,Michigan,MI,United States,us
"McAllen, TX",26.204114,-98.2300605,"McAllen, TX, United States of America",,McAllen,Hidalgo County,Texas,TX,United States,us
"Minneapolis, MN",44.9772995,-93.2654692,"Minneapolis, MN, United States of America",,Minneapolis,Hennepin County,Minnesota,MN,United States,us
"Murfeesboro, TN",35.820245,-86.343764,"Tennessee, United States of America",,,,Tennessee,TN,United States,us
"Northfield, VT",44.1486362,-72.6569682,"Northfield, VT, United States of America",,Northfield,Washington County,Vermont,VT,United States,us
"Orem, UT",40.2981599,-111.6944313,"Orem, UT, United States of America",,Orem,Utah County,Utah,UT,United States,us
"Pullman, WA",46.7304268,-117.173895,"Pullman (Pullman), WA, United States of America",,Pullman,Whitman County,Washington,WA,United States,us
"Raleigh, NC",35.7803977,-78.6390989,"Raleigh, NC, United States of America",,Raleigh,Wake County,North Carolina,NC,United States,us
"Rock Hill, SC",34.9248667,-81.0250784,"Rock Hill, SC, United States of America",,Rock Hill,York County,South Carolina,SC,United States,us
"Rocky Mount, NC",35.9423833,-77.7956949,"Rocky Mount, NC, United States of America",,Rocky Mount,Edgecombe County,North Carolina,NC,United States,us
"Rutherford County, TN",35.8563421,-86.4205249,"Rutherford, TN, United States of America",,,Rutherford,Tennessee,TN,United States,us
"San Marcos, TX",29.8826436,-97.9405828,"San Marcos (San Marcos), TX 78666, United States of America",78666,San Marcos,Hays County,Texas,TX,United States,us
"Seattle, WA",47.6038321,-122.330062,"Seattle, WA, United States of America",,Seattle,King County,Washington,WA,United States,us
"St. Louis, MO",38.6280278,-90.1910154,"St. Louis, MO, United States of America",,St. Louis,,Missouri,MO,United States,us
"Stony Brook, NY",40.9256538,-73.140943,"Stony Brook (Brookhaven), NY, United States of America",,Town of Brookhaven,Suffolk County,New York,NY,United States,us
"Towson, MD",39.4018513,-76.6023803,"Towson, MD 21252, United States of America",21252,Towson,Baltimore County,Maryland,MD,United States,us
"Urbana, IL",40.1117174,-88.207301,"Urbana, IL, United States of America",,Urbana,Champaign County,Illinois,IL,United States,us
"Winona Lake, IN",41.2272668,-85.8219345,"Winona Lake (Winona Lake), IN 46590, United States of America",46590,Winona Lake,Kosciusko County,Indiana,IN,United States,us
"Winter Park, FL",28.5977707,-81.3510264,"Winter Park, Winter Park, FL, United States of America",,Winter Park,Orange County,Florida,FL,United States,us
"Brookline, MA",42.3329021,-71.1187421,"Brookline, MA, United States of America",,Brookline,Norfolk County,Massachusetts,MA,United States,us
"Cambridge, MA",42.3656347,-71.1040018,"Cambridge, MA, United States of America",,Cambridge,Middlesex County,Massachusetts,MA,United States,us
"Center Valley, PA",40.7072869,-79.5697679,"Center Valley (Bethel Township), PA, United States of America",,Bethel Township,Armstrong County,Pennsylvania,PA,United States,us
"Charleston, SC",32.7884363,-79.9399309,"Charleston, SC, United States of America",,Charleston,Charleston County,South Carolina,SC,United States,us
"Chester, PA",39.849557,-75.3557458,"Chester, PA 19013, United States of America",19013,Chester,Delaware County,Pennsylvania,PA,United States,us
"Durango, CO",37.2395367,-107.8215818,"Durango, CO, United States of America",,Durango,La Plata County,Colorado,CO,United States,us
"Fort Collins, CO",40.5871782,-105.0770113,"Fort Collins, CO, United States of America",,Fort Collins,Larimer County,Colorado,CO,United States,us
"Geneseo, NY",42.795896,-77.816947,"Geneseo, NY, United States of America",,Geneseo,Livingston County,New York,NY,United States,us
"Greeley, CO",40.4233142,-104.7091322,"Greeley (Greeley), CO, United States of America",,Greeley,Weld County,Colorado,CO,United States,us
